Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1446 dE=0.0756 GS=Y  readout_only.TVD=0.1200 dE=0.0579 GS=Y  oracle_binomial.TVD=0.1001 dE=0.0307 GS=Y  gdr_param.TVD=0.0825 dE=0.0080 GS=Y  gdr_select.TVD=0.0825 dE=0.0080 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0850   0.0008   0.0006   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0714   0.0024   0.0006   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0997   0.0150   0.0012   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0688   0.0081   0.0010   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0688   0.0081   0.0010   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0697   0.0084   0.0007   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.1056   0.0142   0.0004   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.1056   0.0142   0.0004   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0683   0.0088   0.0010   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0688   0.0081   0.0010   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.1686   0.0175   0.0048   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0054     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1787   0.0026   0.0077   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1867   0.0039   0.0081   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.1902   0.0018   0.0009   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.1828   0.0031   0.0012   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.3599   0.0360   0.0025   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.1405   0.0213   0.0006   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.1309   0.0186   0.0007   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.1398   0.0182   0.0003   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.3693   0.0127   0.0015   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.3693   0.0127   0.0015   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.1405   0.0213   0.0006   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.1390   0.0210   0.0007   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.2520   0.0208   0.0072   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0231     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.2106   0.0025   0.0041   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.2172   0.0032   0.0047   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.3371   0.0097   0.0016   N
