Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.2141 dE=0.1895 GS=Y  readout_only.TVD=0.1605 dE=0.1397 GS=Y  oracle_binomial.TVD=0.0495 dE=0.0183 GS=Y  gdr_param.TVD=0.0407 dE=0.0078 GS=Y  gdr_select.TVD=0.0407 dE=0.0078 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
snap   random     comprehensive             0.003 readout_realistic  raw                  0.0420   0.0016   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  readout_only         0.0341   0.0015   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0474   0.0043   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_param            0.0326   0.0014   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_damped           0.0341   0.0015   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_mid              0.0319   0.0020   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_residual         0.0481   0.0045   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0481   0.0045   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_blend            0.0326   0.0016   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_select           0.0334   0.0015   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_full             0.3431   0.0216   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0004     —      —
snap   random     comprehensive             0.003 readout_realistic  zne_idle             0.1518   0.0442   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1554   0.0464   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  raw                  0.1194   0.0060   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  readout_only         0.1138   0.0057   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  oracle_binomial      0.2403   0.0169   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_param            0.0682   0.0052   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_damped           0.0690   0.0052   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_mid              0.0691   0.0090   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_residual         0.2467   0.0129   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.2467   0.0129   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_blend            0.0682   0.0052   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_select           0.0685   0.0052   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_full             0.5161   0.1104   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0243     —      —
snap   random     comprehensive             0.030 readout_realistic  zne_idle             0.1126   0.0037   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1167   0.0039   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  raw                  0.2589   0.0366   0.0000   N
