Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1288 dE=0.0908 GS=Y  readout_only.TVD=0.1068 dE=0.0722 GS=Y  oracle_binomial.TVD=0.0976 dE=0.0243 GS=Y  gdr_param.TVD=0.0678 dE=0.0118 GS=Y  gdr_select.TVD=0.0678 dE=0.0118 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.1013   0.0006   0.0080   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0872   0.0088   0.0069   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0793   0.0262   0.0036   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0672   0.0251   0.0035   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0672   0.0251   0.0035   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0651   0.0249   0.0037   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0770   0.0289   0.0032   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0770   0.0289   0.0032   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0696   0.0254   0.0035   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0793   0.0262   0.0036   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.1404   0.0225   0.0012   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0317     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1861   0.0376   0.0112   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1883   0.0448   0.0106   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.1881   0.0297   0.0139   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.1811   0.0412   0.0137   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.3461   0.0396   0.0255   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.1673   0.0282   0.0157   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.1546   0.0315   0.0152   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.1632   0.0173   0.0170   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.3868   0.0113   0.0257   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.3868   0.0113   0.0257   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.1670   0.0248   0.0161   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.1546   0.0315   0.0152   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.3411   0.1209   0.0203   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0156     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.1800   0.0689   0.0103   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1790   0.0808   0.0097   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.3261   0.0561   0.0147   N
