Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1626 dE=0.1124  readout_only.TVD=0.1326 dE=0.0827  oracle_binomial.TVD=0.0852 dE=0.0339  gdr_param.TVD=0.0884 dE=0.0199  gdr_select.TVD=0.0884 dE=0.0199
ecd    random     comprehensive             0.100 readout_realistic  gdr_param            0.2418   0.0084   0.0224
ecd    random     comprehensive             0.100 readout_realistic  gdr_damped           0.2369   0.0082   0.0181
ecd    random     comprehensive             0.100 readout_realistic  gdr_mid              0.2755   0.0009   0.0300
ecd    random     comprehensive             0.100 readout_realistic  gdr_residual         0.4716   0.0732   0.0566
ecd    random     comprehensive             0.100 readout_realistic  gdr_afterburn        0.4716   0.0732   0.0566
ecd    random     comprehensive             0.100 readout_realistic  gdr_blend            0.2418   0.0084   0.0224
ecd    random     comprehensive             0.100 readout_realistic  gdr_select           0.2369   0.0082   0.0181
ecd    random     comprehensive             0.100 readout_realistic  gdr_full             0.4373   0.0048   0.0171
ecd    random     comprehensive             0.100 readout_realistic  scalar_cdr             —      0.0259     —   
ecd    random     comprehensive             0.100 readout_realistic  zne_idle             0.4289   0.0060   0.0180
ecd    random     comprehensive             0.100 readout_realistic  readout_then_zne     0.4296   0.0042   0.0181
ecd    optimized  comprehensive             0.003 readout_realistic  raw                  0.1626   0.1124   0.1135
ecd    optimized  comprehensive             0.003 readout_realistic  readout_only         0.1326   0.0827   0.0834
ecd    optimized  comprehensive             0.003 readout_realistic  oracle_binomial      0.0852   0.0339   0.0298
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_param            0.0884   0.0199   0.0219
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_damped           0.0888   0.0262   0.0281
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_mid              0.0941   0.0392   0.0384
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_residual         0.0846   0.0151   0.0139
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_afterburn        0.0846   0.0151   0.0139
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_blend            0.0884   0.0199   0.0219
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_select           0.0884   0.0199   0.0219
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_full             0.0986   0.0285   0.0296
ecd    optimized  comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0484     —   
ecd    optimized  comprehensive             0.003 readout_realistic  zne_idle             0.1355   0.0363   0.0394
ecd    optimized  comprehensive             0.003 readout_realistic  readout_then_zne     0.1179   0.0055   0.0087
ecd    optimized  comprehensive             0.030 readout_realistic  raw                  0.4815   0.3865   0.3753
ecd    optimized  comprehensive             0.030 readout_realistic  readout_only         0.4689   0.3782   0.3664
ecd    optimized  comprehensive             0.030 readout_realistic  oracle_binomial      0.2671   0.1221   0.0911
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_param            0.2253   0.0781   0.0738
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_damped           0.2549   0.1381   0.1323
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_mid              0.2633   0.1359   0.1186
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_residual         0.3981   0.1784   0.1731
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_afterburn        0.3981   0.1784   0.1731
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_blend            0.2212   0.0803   0.0746
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_select           0.2253   0.0781   0.0738
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_full             0.2514   0.0948   0.0899
ecd    optimized  comprehensive             0.030 readout_realistic  scalar_cdr             —      0.2501     —   
ecd    optimized  comprehensive             0.030 readout_realistic  zne_idle             0.3193   0.2225   0.2173
ecd    optimized  comprehensive             0.030 readout_realistic  readout_then_zne     0.3087   0.2067   0.2018
ecd    optimized  comprehensive             0.100 readout_realistic  raw                  0.7854   0.5451   0.5260
ecd    optimized  comprehensive             0.100 readout_realistic  readout_only         0.7849   0.5452   0.5260
ecd    optimized  comprehensive             0.100 readout_realistic  oracle_binomial      0.5136   0.4384   0.2992
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_param            0.4172   0.3007   0.3048
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_damped           0.4583   0.3618   0.3601
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_mid              0.5298   0.4302   0.4148
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_residual         0.6793   0.4349   0.4563
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_afterburn        0.6793   0.4349   0.4563
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_blend            0.4094   0.3144   0.3042
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_select           0.4172   0.3007   0.3048
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_full             0.6881   0.4865   0.4626
ecd    optimized  comprehensive             0.100 readout_realistic  scalar_cdr             —      0.3686     —   
ecd    optimized  comprehensive             0.100 readout_realistic  zne_idle             0.7506   0.5236   0.5091
ecd    optimized  comprehensive             0.100 readout_realistic  readout_then_zne     0.7527   0.5240   0.5091
