Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.0558 dE=0.0240 GS=Y  readout_only.TVD=0.0443 dE=0.0145 GS=Y  oracle_binomial.TVD=0.0528 dE=0.0014 GS=Y  gdr_param.TVD=0.0470 dE=0.0016 GS=Y  gdr_select.TVD=0.0470 dE=0.0016 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0689   0.0099   0.0028   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0486   0.0063   0.0009   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0369   0.0013   0.0026   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0304   0.0031   0.0004   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0304   0.0031   0.0004   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0309   0.0028   0.0006   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0371   0.0011   0.0029   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0371   0.0011   0.0029   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0315   0.0027   0.0010   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0304   0.0031   0.0004   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.1183   0.0229   0.0229   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0062     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1543   0.0233   0.0048   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1542   0.0213   0.0033   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.0870   0.0039   0.0076   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.0752   0.0004   0.0062   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.0844   0.0188   0.0092   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.0520   0.0147   0.0028   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.0520   0.0147   0.0028   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.0501   0.0142   0.0024   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.1023   0.0251   0.0112   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.1023   0.0251   0.0112   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.0520   0.0147   0.0028   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.0501   0.0142   0.0024   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.2169   0.0944   0.0189   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0103     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.1199   0.0231   0.0049   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1198   0.0219   0.0074   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.2324   0.0225   0.0182   N
