Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1234 dE=0.0581 GS=Y  readout_only.TVD=0.1001 dE=0.0418 GS=Y  oracle_binomial.TVD=0.0812 dE=0.0002 GS=Y  gdr_param.TVD=0.0620 dE=0.0041 GS=Y  gdr_select.TVD=0.0620 dE=0.0041 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0491   0.0042   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0461   0.0002   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0693   0.0033   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0533   0.0133   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0533   0.0133   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0537   0.0132   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0734   0.0070   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0734   0.0070   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0533   0.0133   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0533   0.0133   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.7857   0.0856   0.0267   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0225     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1388   0.0007   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1436   0.0042   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.1252   0.0678   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.1221   0.0652   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.1962   0.0731   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.0734   0.0269   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.0741   0.0307   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.0733   0.0259   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.1964   0.0779   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.1964   0.0779   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.0734   0.0269   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.0734   0.0269   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.5712   0.2415   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0588     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.1234   0.0290   0.0003   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1256   0.0267   0.0003   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.2985   0.1579   0.0000   N
