Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1012 dE=0.0556 GS=Y  readout_only.TVD=0.0730 dE=0.0239 GS=Y  oracle_binomial.TVD=0.0436 dE=0.0132 GS=Y  gdr_param.TVD=0.0460 dE=0.0152 GS=Y  gdr_select.TVD=0.0460 dE=0.0152 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0529   0.0096   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0492   0.0098   0.0002   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0645   0.0116   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0492   0.0095   0.0002   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0492   0.0095   0.0002   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0497   0.0097   0.0002   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0616   0.0102   0.0002   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0616   0.0102   0.0002   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0499   0.0096   0.0002   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0492   0.0095   0.0002   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.3840   0.0027   0.0007   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0100     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1504   0.0024   0.0022   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1559   0.0028   0.0025   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.0753   0.0041   0.0001   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.0770   0.0038   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.0861   0.0091   0.0003   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.0543   0.0031   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.0543   0.0031   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.0542   0.0031   0.0003   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.0889   0.0031   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.0889   0.0031   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.0543   0.0031   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.0542   0.0031   0.0003   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.4362   0.0051   0.0007   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0045     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.1314   0.0214   0.0001   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1379   0.0215   0.0002   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.1971   0.0005   0.0007   N
