Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.0962 dE=0.0009 GS=Y  readout_only.TVD=0.0570 dE=0.0051 GS=Y  oracle_binomial.TVD=0.0340 dE=0.0052 GS=Y  gdr_param.TVD=0.0339 dE=0.0079 GS=Y  gdr_select.TVD=0.0339 dE=0.0079 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
snap   random     comprehensive             0.003 readout_realistic  raw                  0.0691   0.0062   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  readout_only         0.0448   0.0016   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0238   0.0016   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_param            0.0251   0.0016   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_damped           0.0423   0.0016   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_mid              0.0251   0.0016   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_residual         0.0238   0.0016   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0238   0.0016   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_blend            0.0251   0.0016   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_select           0.0251   0.0016   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_full             0.7129   0.0000   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0000     —      —
snap   random     comprehensive             0.003 readout_realistic  zne_idle             0.1399   0.0050   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1344   0.0021   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  raw                  0.2721   0.0039   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  readout_only         0.2576   0.0003   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  oracle_binomial      0.1022   0.0001   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_param            0.0388   0.0002   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_damped           0.0388   0.0002   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_mid              0.0388   0.0002   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_residual         0.1035   0.0001   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.1035   0.0001   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_blend            0.0388   0.0002   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_select           0.0388   0.0002   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_full             0.8343   0.0000   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0000     —      —
snap   random     comprehensive             0.030 readout_realistic  zne_idle             0.1638   0.0087   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1500   0.0022   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  raw                  0.5193   0.0040   0.0001   N
