Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.1500 dE=0.1643 GS=Y  readout_only.TVD=0.1084 dE=0.1103 GS=Y  oracle_binomial.TVD=0.0391 dE=0.0005 GS=Y  gdr_param.TVD=0.0406 dE=0.0040 GS=Y  gdr_select.TVD=0.0406 dE=0.0040 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
snap   random     comprehensive             0.003 readout_realistic  raw                  0.0467   0.0070   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  readout_only         0.0376   0.0089   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0402   0.0029   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_param            0.0361   0.0068   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_damped           0.0370   0.0086   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_mid              0.0363   0.0065   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_residual         0.0398   0.0068   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0398   0.0068   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_blend            0.0361   0.0068   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_select           0.0361   0.0069   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_full             0.0832   0.0049   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0057     —      —
snap   random     comprehensive             0.003 readout_realistic  zne_idle             0.1131   0.0089   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1128   0.0072   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  raw                  0.1733   0.0001   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  readout_only         0.1647   0.0010   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  oracle_binomial      0.2277   0.0516   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_param            0.1582   0.0009   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_damped           0.1568   0.0009   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_mid              0.1606   0.0000   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_residual         0.2153   0.0083   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.2153   0.0083   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_blend            0.1580   0.0017   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_select           0.1601   0.0024   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_full             0.3511   0.0166   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0144     —      —
snap   random     comprehensive             0.030 readout_realistic  zne_idle             0.1284   0.0293   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1271   0.0313   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  raw                  0.3128   0.0046   0.0000   N
