Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.2092 dE=0.1425  readout_only.TVD=0.1662 dE=0.1076  oracle_binomial.TVD=0.1185 dE=0.0072  gdr_param.TVD=0.1063 dE=0.0370  gdr_select.TVD=0.1063 dE=0.0370
ecd    random     comprehensive             0.100 readout_realistic  gdr_param            0.3283   0.0144   0.0081
ecd    random     comprehensive             0.100 readout_realistic  gdr_damped           0.3264   0.0182   0.0084
ecd    random     comprehensive             0.100 readout_realistic  gdr_mid              0.3326   0.0249   0.0097
ecd    random     comprehensive             0.100 readout_realistic  gdr_residual         0.4756   0.0771   0.0095
ecd    random     comprehensive             0.100 readout_realistic  gdr_afterburn        0.4756   0.0771   0.0095
ecd    random     comprehensive             0.100 readout_realistic  gdr_blend            0.3271   0.0155   0.0085
ecd    random     comprehensive             0.100 readout_realistic  gdr_select           0.3264   0.0182   0.0084
ecd    random     comprehensive             0.100 readout_realistic  gdr_full             0.4685   0.0016   0.0000
ecd    random     comprehensive             0.100 readout_realistic  scalar_cdr             —      0.0191     —   
ecd    random     comprehensive             0.100 readout_realistic  zne_idle             0.3564   0.0752   0.0138
ecd    random     comprehensive             0.100 readout_realistic  readout_then_zne     0.3597   0.0799   0.0139
ecd    optimized  comprehensive             0.003 readout_realistic  raw                  0.2092   0.1425   0.1351
ecd    optimized  comprehensive             0.003 readout_realistic  readout_only         0.1662   0.1076   0.1014
ecd    optimized  comprehensive             0.003 readout_realistic  oracle_binomial      0.1185   0.0072   0.0041
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_param            0.1063   0.0370   0.0350
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_damped           0.0918   0.0153   0.0146
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_mid              0.0998   0.0303   0.0284
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_residual         0.1120   0.0493   0.0507
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_afterburn        0.1120   0.0493   0.0507
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_blend            0.1039   0.0348   0.0331
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_select           0.1063   0.0370   0.0350
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_full             0.1165   0.0337   0.0330
ecd    optimized  comprehensive             0.003 readout_realistic  scalar_cdr             —      0.1113     —   
ecd    optimized  comprehensive             0.003 readout_realistic  zne_idle             0.2016   0.0890   0.0885
ecd    optimized  comprehensive             0.003 readout_realistic  readout_then_zne     0.1791   0.0580   0.0579
ecd    optimized  comprehensive             0.030 readout_realistic  raw                  0.5148   0.3864   0.3678
ecd    optimized  comprehensive             0.030 readout_realistic  readout_only         0.5072   0.3762   0.3583
ecd    optimized  comprehensive             0.030 readout_realistic  oracle_binomial      0.8455   0.5203   0.5076
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_param            0.6195   0.3299   0.3367
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_damped           0.5352   0.3461   0.3442
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_mid              0.3978   0.1407   0.1445
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_residual         0.8142   0.4837   0.4915
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_afterburn        0.8142   0.4837   0.4915
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_blend            0.6271   0.3394   0.3452
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_select           0.6195   0.3299   0.3367
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_full             0.2974   0.0424   0.0491
ecd    optimized  comprehensive             0.030 readout_realistic  scalar_cdr             —      0.4244     —   
ecd    optimized  comprehensive             0.030 readout_realistic  zne_idle             0.4734   0.3022   0.2934
ecd    optimized  comprehensive             0.030 readout_realistic  readout_then_zne     0.4608   0.2895   0.2804
ecd    optimized  comprehensive             0.100 readout_realistic  raw                  0.6454   0.5250   0.4678
ecd    optimized  comprehensive             0.100 readout_realistic  readout_only         0.6487   0.5230   0.4658
ecd    optimized  comprehensive             0.100 readout_realistic  oracle_binomial      0.9859   0.4991   0.5076
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_param            0.9096   0.4991   0.5076
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_damped           0.7752   0.5074   0.4929
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_mid              0.9135   0.4992   0.5076
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_residual         0.9686   0.4991   0.5076
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_afterburn        0.9686   0.4991   0.5076
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_blend            0.9096   0.4991   0.5076
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_select           0.9096   0.4991   0.5076
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_full             0.7940   0.4404   0.4424
ecd    optimized  comprehensive             0.100 readout_realistic  scalar_cdr             —      0.5205     —   
ecd    optimized  comprehensive             0.100 readout_realistic  zne_idle             0.6536   0.4647   0.4253
ecd    optimized  comprehensive             0.100 readout_realistic  readout_then_zne     0.6581   0.4631   0.4222
