Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1925 dE=0.1860 GS=Y  readout_only.TVD=0.1317 dE=0.1258 GS=Y  oracle_binomial.TVD=0.0551 dE=0.0207 GS=Y  gdr_param.TVD=0.0363 dE=0.0072 GS=Y  gdr_select.TVD=0.0363 dE=0.0072 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0603   0.0000   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0431   0.0000   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0360   0.0000   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0351   0.0000   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0367   0.0000   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0355   0.0000   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0331   0.0000   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0331   0.0000   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0350   0.0000   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0350   0.0000   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.4524   0.0083   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0000     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1114   0.0003   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1085   0.0003   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.0809   0.0000   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.0696   0.0000   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.0842   0.0000   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.0584   0.0000   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.0493   0.0000   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.0411   0.0000   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.0826   0.0000   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.0826   0.0000   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.0584   0.0000   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.0476   0.0000   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.6589   0.0129   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0000     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.0910   0.0000   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.0902   0.0000   0.0000   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.1741   0.0000   0.0000   N
