Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1589 dE=0.0786 GS=Y  readout_only.TVD=0.1308 dE=0.0621 GS=Y  oracle_binomial.TVD=0.1241 dE=0.0226 GS=Y  gdr_param.TVD=0.0824 dE=0.0153 GS=Y  gdr_select.TVD=0.0824 dE=0.0153 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0596   0.0343   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0580   0.0236   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0859   0.0043   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0595   0.0010   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0595   0.0010   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0597   0.0010   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0848   0.0338   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0848   0.0338   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0675   0.0022   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0622   0.0040   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.3110   0.0890   0.0049   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0028     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1469   0.0338   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1528   0.0238   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.0814   0.0240   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.0767   0.0127   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.2181   0.0438   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.0678   0.0016   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.0678   0.0016   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.0672   0.0013   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.2095   0.1236   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.2095   0.1236   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.0678   0.0016   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.0678   0.0016   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.3335   0.0374   0.0005   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0262     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.1359   0.0231   0.0001   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1400   0.0355   0.0001   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.1471   0.0044   0.0000   N
