Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.1951 dE=0.1601  readout_only.TVD=0.1480 dE=0.1138  oracle_binomial.TVD=0.0467 dE=0.0025  gdr_param.TVD=0.0563 dE=0.0170  gdr_select.TVD=0.0563 dE=0.0170
snap   random     comprehensive             0.100 readout_realistic  gdr_damped           0.4167   0.0382   0.0000
snap   random     comprehensive             0.100 readout_realistic  gdr_mid              0.4302   0.0341   0.0000
snap   random     comprehensive             0.100 readout_realistic  gdr_residual         0.7396   0.0375   0.0000
snap   random     comprehensive             0.100 readout_realistic  gdr_afterburn        0.7396   0.0375   0.0000
snap   random     comprehensive             0.100 readout_realistic  gdr_blend            0.4486   0.0296   0.0000
snap   random     comprehensive             0.100 readout_realistic  gdr_select           0.4167   0.0382   0.0000
snap   random     comprehensive             0.100 readout_realistic  gdr_full             0.4930   0.0190   0.0000
snap   random     comprehensive             0.100 readout_realistic  scalar_cdr             —      0.0507     —   
snap   random     comprehensive             0.100 readout_realistic  zne_idle             0.3000   0.0017   0.0000
snap   random     comprehensive             0.100 readout_realistic  readout_then_zne     0.3006   0.0030   0.0000
snap   optimized  comprehensive             0.003 readout_realistic  raw                  0.1951   0.1601   0.1550
snap   optimized  comprehensive             0.003 readout_realistic  readout_only         0.1480   0.1138   0.1073
snap   optimized  comprehensive             0.003 readout_realistic  oracle_binomial      0.0467   0.0025   0.0095
snap   optimized  comprehensive             0.003 readout_realistic  gdr_param            0.0563   0.0170   0.0092
snap   optimized  comprehensive             0.003 readout_realistic  gdr_damped           0.0578   0.0218   0.0141
snap   optimized  comprehensive             0.003 readout_realistic  gdr_mid              0.0580   0.0196   0.0116
snap   optimized  comprehensive             0.003 readout_realistic  gdr_residual         0.0603   0.0148   0.0255
snap   optimized  comprehensive             0.003 readout_realistic  gdr_afterburn        0.0603   0.0148   0.0255
snap   optimized  comprehensive             0.003 readout_realistic  gdr_blend            0.0563   0.0170   0.0092
snap   optimized  comprehensive             0.003 readout_realistic  gdr_select           0.0563   0.0170   0.0092
snap   optimized  comprehensive             0.003 readout_realistic  gdr_full             0.4896   0.3216   0.3265
snap   optimized  comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0386     —   
snap   optimized  comprehensive             0.003 readout_realistic  zne_idle             0.1258   0.0964   0.0817
snap   optimized  comprehensive             0.003 readout_realistic  readout_then_zne     0.0871   0.0497   0.0332
snap   optimized  comprehensive             0.030 readout_realistic  raw                  0.5360   0.5056   0.4856
snap   optimized  comprehensive             0.030 readout_realistic  readout_only         0.5168   0.4914   0.4709
snap   optimized  comprehensive             0.030 readout_realistic  oracle_binomial      0.3184   0.2833   0.1524
snap   optimized  comprehensive             0.030 readout_realistic  gdr_param            0.3580   0.2580   0.2595
snap   optimized  comprehensive             0.030 readout_realistic  gdr_damped           0.3791   0.3046   0.3018
snap   optimized  comprehensive             0.030 readout_realistic  gdr_mid              0.3749   0.2954   0.2859
snap   optimized  comprehensive             0.030 readout_realistic  gdr_residual         0.2539   0.1232   0.0691
snap   optimized  comprehensive             0.030 readout_realistic  gdr_afterburn        0.2539   0.1232   0.0691
snap   optimized  comprehensive             0.030 readout_realistic  gdr_blend            0.3580   0.2580   0.2595
snap   optimized  comprehensive             0.030 readout_realistic  gdr_select           0.3580   0.2580   0.2595
snap   optimized  comprehensive             0.030 readout_realistic  gdr_full             0.6191   0.4886   0.4811
snap   optimized  comprehensive             0.030 readout_realistic  scalar_cdr             —      0.3553     —   
snap   optimized  comprehensive             0.030 readout_realistic  zne_idle             0.4141   0.3746   0.3497
snap   optimized  comprehensive             0.030 readout_realistic  readout_then_zne     0.3947   0.3546   0.3285
snap   optimized  comprehensive             0.100 readout_realistic  raw                  0.7333   0.6670   0.6382
snap   optimized  comprehensive             0.100 readout_realistic  readout_only         0.7295   0.6643   0.6366
snap   optimized  comprehensive             0.100 readout_realistic  oracle_binomial      0.8758   1.1774   0.6803
snap   optimized  comprehensive             0.100 readout_realistic  gdr_param            0.6871   0.5410   0.5771
snap   optimized  comprehensive             0.100 readout_realistic  gdr_damped           0.6870   0.6150   0.6128
snap   optimized  comprehensive             0.100 readout_realistic  gdr_mid              0.7017   0.5933   0.6005
snap   optimized  comprehensive             0.100 readout_realistic  gdr_residual         0.8015   1.1287   0.6600
snap   optimized  comprehensive             0.100 readout_realistic  gdr_afterburn        0.8015   1.1287   0.6600
snap   optimized  comprehensive             0.100 readout_realistic  gdr_blend            0.6918   0.6365   0.5926
snap   optimized  comprehensive             0.100 readout_realistic  gdr_select           0.6871   0.5410   0.5771
snap   optimized  comprehensive             0.100 readout_realistic  gdr_full             0.9763   0.8348   0.6805
snap   optimized  comprehensive             0.100 readout_realistic  scalar_cdr             —      0.8347     —   
snap   optimized  comprehensive             0.100 readout_realistic  zne_idle             0.7062   0.6827   0.6139
snap   optimized  comprehensive             0.100 readout_realistic  readout_then_zne     0.7075   0.6804   0.6121
