Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.1774 dE=0.1452  readout_only.TVD=0.1353 dE=0.1035  oracle_binomial.TVD=0.0880 dE=0.0145  gdr_param.TVD=0.0777 dE=0.0482  gdr_select.TVD=0.0777 dE=0.0482
snap   random     comprehensive             0.100 readout_realistic  gdr_damped           0.4318   0.0000   0.0000
snap   random     comprehensive             0.100 readout_realistic  gdr_mid              0.4455   0.0001   0.0000
snap   random     comprehensive             0.100 readout_realistic  gdr_residual         0.4986   0.0001   0.0000
snap   random     comprehensive             0.100 readout_realistic  gdr_afterburn        0.4986   0.0001   0.0000
snap   random     comprehensive             0.100 readout_realistic  gdr_blend            0.4429   0.0000   0.0000
snap   random     comprehensive             0.100 readout_realistic  gdr_select           0.4555   0.0002   0.0000
snap   random     comprehensive             0.100 readout_realistic  gdr_full             0.9339   0.0000   0.0000
snap   random     comprehensive             0.100 readout_realistic  scalar_cdr             —      0.0000     —   
snap   random     comprehensive             0.100 readout_realistic  zne_idle             0.4701   0.0012   0.0007
snap   random     comprehensive             0.100 readout_realistic  readout_then_zne     0.4671   0.0006   0.0004
snap   optimized  comprehensive             0.003 readout_realistic  raw                  0.1774   0.1452   0.1394
snap   optimized  comprehensive             0.003 readout_realistic  readout_only         0.1353   0.1035   0.0989
snap   optimized  comprehensive             0.003 readout_realistic  oracle_binomial      0.0880   0.0145   0.0107
snap   optimized  comprehensive             0.003 readout_realistic  gdr_param            0.0777   0.0482   0.0436
snap   optimized  comprehensive             0.003 readout_realistic  gdr_damped           0.0782   0.0510   0.0463
snap   optimized  comprehensive             0.003 readout_realistic  gdr_mid              0.0759   0.0309   0.0258
snap   optimized  comprehensive             0.003 readout_realistic  gdr_residual         0.0880   0.0145   0.0107
snap   optimized  comprehensive             0.003 readout_realistic  gdr_afterburn        0.0880   0.0145   0.0107
snap   optimized  comprehensive             0.003 readout_realistic  gdr_blend            0.0777   0.0482   0.0436
snap   optimized  comprehensive             0.003 readout_realistic  gdr_select           0.0777   0.0482   0.0436
snap   optimized  comprehensive             0.003 readout_realistic  gdr_full             0.4523   0.2830   0.2891
snap   optimized  comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0465     —   
snap   optimized  comprehensive             0.003 readout_realistic  zne_idle             0.1165   0.0400   0.0419
snap   optimized  comprehensive             0.003 readout_realistic  readout_then_zne     0.0973   0.0039   0.0023
snap   optimized  comprehensive             0.030 readout_realistic  raw                  0.4447   0.4078   0.3782
snap   optimized  comprehensive             0.030 readout_realistic  readout_only         0.4265   0.3899   0.3616
snap   optimized  comprehensive             0.030 readout_realistic  oracle_binomial      0.5847   0.3939   0.3565
snap   optimized  comprehensive             0.030 readout_realistic  gdr_param            0.3449   0.2381   0.2269
snap   optimized  comprehensive             0.030 readout_realistic  gdr_damped           0.3658   0.3064   0.2875
snap   optimized  comprehensive             0.030 readout_realistic  gdr_mid              0.3698   0.2458   0.2320
snap   optimized  comprehensive             0.030 readout_realistic  gdr_residual         0.4612   0.2319   0.2294
snap   optimized  comprehensive             0.030 readout_realistic  gdr_afterburn        0.4612   0.2319   0.2294
snap   optimized  comprehensive             0.030 readout_realistic  gdr_blend            0.3430   0.2459   0.2334
snap   optimized  comprehensive             0.030 readout_realistic  gdr_select           0.3449   0.2381   0.2269
snap   optimized  comprehensive             0.030 readout_realistic  gdr_full             0.4660   0.2717   0.2744
snap   optimized  comprehensive             0.030 readout_realistic  scalar_cdr             —      0.4020     —   
snap   optimized  comprehensive             0.030 readout_realistic  zne_idle             0.3051   0.2258   0.2231
snap   optimized  comprehensive             0.030 readout_realistic  readout_then_zne     0.2873   0.2005   0.1990
snap   optimized  comprehensive             0.100 readout_realistic  raw                  0.6384   0.6112   0.5226
snap   optimized  comprehensive             0.100 readout_realistic  readout_only         0.6338   0.6089   0.5187
snap   optimized  comprehensive             0.100 readout_realistic  oracle_binomial      0.9888   0.9452   0.5931
snap   optimized  comprehensive             0.100 readout_realistic  gdr_param            0.6011   0.4803   0.4421
snap   optimized  comprehensive             0.100 readout_realistic  gdr_damped           0.6104   0.5446   0.4804
snap   optimized  comprehensive             0.100 readout_realistic  gdr_mid              0.6447   0.5266   0.4545
snap   optimized  comprehensive             0.100 readout_realistic  gdr_residual         0.9769   0.7739   0.5931
snap   optimized  comprehensive             0.100 readout_realistic  gdr_afterburn        0.9769   0.7739   0.5931
snap   optimized  comprehensive             0.100 readout_realistic  gdr_blend            0.6135   0.5036   0.4497
snap   optimized  comprehensive             0.100 readout_realistic  gdr_select           0.6011   0.4803   0.4421
snap   optimized  comprehensive             0.100 readout_realistic  gdr_full             0.9137   0.6563   0.5883
snap   optimized  comprehensive             0.100 readout_realistic  scalar_cdr             —      0.6529     —   
snap   optimized  comprehensive             0.100 readout_realistic  zne_idle             0.5870   0.5648   0.4844
snap   optimized  comprehensive             0.100 readout_realistic  readout_then_zne     0.5842   0.5607   0.4799
