Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1098 dE=0.0898 GS=Y  readout_only.TVD=0.0730 dE=0.0749 GS=Y  oracle_binomial.TVD=0.0329 dE=0.0175 GS=Y  gdr_param.TVD=0.0409 dE=0.0072 GS=Y  gdr_select.TVD=0.0409 dE=0.0072 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0671   0.0160   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0517   0.0095   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0535   0.0037   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0473   0.0021   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0473   0.0021   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0464   0.0023   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0455   0.0043   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0455   0.0043   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0493   0.0002   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0473   0.0021   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.2798   0.0495   0.0006   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0051     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1674   0.0154   0.0008   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1722   0.0100   0.0008   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.1126   0.0213   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.0996   0.0148   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.0974   0.0147   0.0005   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.0760   0.0045   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.0756   0.0035   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.0735   0.0029   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.0987   0.0175   0.0003   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.0987   0.0175   0.0003   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.0760   0.0045   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.0760   0.0044   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.4976   0.0827   0.0043   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0039     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.1344   0.0104   0.0001   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1425   0.0181   0.0001   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.2098   0.0502   0.0001   N
