Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.1381 dE=0.1603  readout_only.TVD=0.0980 dE=0.1143  oracle_binomial.TVD=0.0379 dE=0.0013  gdr_param.TVD=0.0291 dE=0.0028  gdr_select.TVD=0.0291 dE=0.0028

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs
------------------------------------------------------------------------------------------------------------------
snap   random     comprehensive             0.003 readout_realistic  raw                  0.0411   0.0085   0.0007
snap   random     comprehensive             0.003 readout_realistic  readout_only         0.0385   0.0056   0.0008
snap   random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0586   0.0002   0.0002
snap   random     comprehensive             0.003 readout_realistic  gdr_param            0.0425   0.0033   0.0008
snap   random     comprehensive             0.003 readout_realistic  gdr_damped           0.0385   0.0056   0.0008
snap   random     comprehensive             0.003 readout_realistic  gdr_mid              0.0429   0.0037   0.0007
snap   random     comprehensive             0.003 readout_realistic  gdr_residual         0.0588   0.0001   0.0001
snap   random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0588   0.0001   0.0001
snap   random     comprehensive             0.003 readout_realistic  gdr_blend            0.0425   0.0033   0.0008
snap   random     comprehensive             0.003 readout_realistic  gdr_select           0.0402   0.0044   0.0008
snap   random     comprehensive             0.003 readout_realistic  gdr_full             0.0894   0.0085   0.0020
snap   random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0002     —   
snap   random     comprehensive             0.003 readout_realistic  zne_idle             0.1484   0.0397   0.0002
snap   random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1495   0.0400   0.0002
snap   random     comprehensive             0.030 readout_realistic  raw                  0.1293   0.0179   0.0037
snap   random     comprehensive             0.030 readout_realistic  readout_only         0.1246   0.0221   0.0037
snap   random     comprehensive             0.030 readout_realistic  oracle_binomial      0.4068   0.1783   0.0144
snap   random     comprehensive             0.030 readout_realistic  gdr_param            0.1923   0.0693   0.0089
snap   random     comprehensive             0.030 readout_realistic  gdr_damped           0.1695   0.0575   0.0076
snap   random     comprehensive             0.030 readout_realistic  gdr_mid              0.1957   0.0677   0.0090
snap   random     comprehensive             0.030 readout_realistic  gdr_residual         0.4046   0.2642   0.0132
snap   random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.4046   0.2642   0.0132
snap   random     comprehensive             0.030 readout_realistic  gdr_blend            0.1923   0.0693   0.0089
snap   random     comprehensive             0.030 readout_realistic  gdr_select           0.1695   0.0575   0.0076
snap   random     comprehensive             0.030 readout_realistic  gdr_full             0.2019   0.0771   0.0072
snap   random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0445     —   
snap   random     comprehensive             0.030 readout_realistic  zne_idle             0.1569   0.0133   0.0023
snap   random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1611   0.0182   0.0023
snap   random     comprehensive             0.100 readout_realistic  raw                  0.2212   0.0508   0.0057
snap   random     comprehensive             0.100 readout_realistic  readout_only         0.2174   0.0487   0.0059
snap   random     comprehensive             0.100 readout_realistic  oracle_binomial      0.8955   0.2100   0.0072
snap   random     comprehensive             0.100 readout_realistic  gdr_param            0.4244   0.0208   0.0437
