Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1211 dE=0.0728 GS=Y  readout_only.TVD=0.1054 dE=0.0551 GS=Y  oracle_binomial.TVD=0.0729 dE=0.0173 GS=Y  gdr_param.TVD=0.0532 dE=0.0059 GS=Y  gdr_select.TVD=0.0532 dE=0.0059 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.1162   0.0007   0.0002   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.1013   0.0061   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0949   0.0285   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0774   0.0153   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0774   0.0153   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0767   0.0151   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0914   0.0307   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0914   0.0307   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0804   0.0199   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0949   0.0285   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.0938   0.0189   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0124     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1700   0.0270   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1799   0.0315   0.0001   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.2746   0.0006   0.0003   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.2678   0.0052   0.0003   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.3956   0.0939   0.0011   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.2064   0.0403   0.0008   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.1965   0.0335   0.0007   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.2030   0.0369   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.3882   0.0244   0.0001   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.3882   0.0244   0.0001   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.2234   0.0484   0.0008   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.2075   0.0446   0.0008   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.2368   0.0057   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0292     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.2455   0.0175   0.0003   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.2456   0.0258   0.0002   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.4805   0.0311   0.0001   N
