Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1278 dE=0.1163 GS=Y  readout_only.TVD=0.0865 dE=0.0740 GS=Y  oracle_binomial.TVD=0.0742 dE=0.0450 GS=Y  gdr_param.TVD=0.0590 dE=0.0121 GS=Y  gdr_select.TVD=0.0590 dE=0.0121 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0788   0.0058   0.0021   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0654   0.0091   0.0020   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0743   0.0240   0.0022   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0547   0.0096   0.0010   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0547   0.0096   0.0010   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0539   0.0102   0.0011   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0766   0.0268   0.0011   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0766   0.0268   0.0011   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0547   0.0096   0.0010   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0547   0.0096   0.0010   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.1580   0.0058   0.0020   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0100     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1988   0.0029   0.0079   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.2042   0.0002   0.0090   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.1493   0.0155   0.0066   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.1416   0.0140   0.0071   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.2562   0.0330   0.0008   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.1115   0.0134   0.0068   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.1070   0.0135   0.0068   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.1165   0.0081   0.0060   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.2925   0.0389   0.0168   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.2925   0.0389   0.0168   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.1115   0.0134   0.0068   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.1165   0.0081   0.0060   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.2801   0.0573   0.0013   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0094     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.1812   0.0111   0.0031   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1818   0.0092   0.0030   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.2787   0.0177   0.0138   N
