Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1261 dE=0.0959 GS=Y  readout_only.TVD=0.1018 dE=0.0671 GS=Y  oracle_binomial.TVD=0.0975 dE=0.0372 GS=Y  gdr_param.TVD=0.1017 dE=0.0150 GS=Y  gdr_select.TVD=0.1017 dE=0.0150 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0876   0.0161   0.0034   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0722   0.0061   0.0045   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.1032   0.0385   0.0062   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0634   0.0027   0.0060   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0640   0.0026   0.0051   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0658   0.0030   0.0062   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.1082   0.0419   0.0074   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.1082   0.0419   0.0074   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0634   0.0027   0.0060   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0658   0.0030   0.0062   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.0942   0.0065   0.0017   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0051     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1625   0.0190   0.0004   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1648   0.0107   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.2211   0.0465   0.0068   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.2132   0.0382   0.0080   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.3753   0.1223   0.0038   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.1550   0.0094   0.0077   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.1610   0.0166   0.0078   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.1566   0.0104   0.0072   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.4042   0.2375   0.0187   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.4042   0.2375   0.0187   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.1550   0.0094   0.0077   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.1594   0.0152   0.0078   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.3064   0.0290   0.0115   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0190     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.2031   0.0010   0.0132   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.2044   0.0109   0.0140   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.4179   0.0992   0.0217   N
