Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.0765 dE=0.0118 GS=Y  readout_only.TVD=0.0465 dE=0.0007 GS=Y  oracle_binomial.TVD=0.0304 dE=0.0028 GS=Y  gdr_param.TVD=0.0300 dE=0.0025 GS=Y  gdr_select.TVD=0.0300 dE=0.0025 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
snap   random     comprehensive             0.003 readout_realistic  raw                  0.0614   0.0353   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  readout_only         0.0342   0.0212   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0142   0.0013   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_param            0.0142   0.0017   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_damped           0.0271   0.0143   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_mid              0.0140   0.0016   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_residual         0.0142   0.0013   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0142   0.0014   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_blend            0.0142   0.0016   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_select           0.0142   0.0014   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_full             0.5188   0.0657   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0258     —      —
snap   random     comprehensive             0.003 readout_realistic  zne_idle             0.0633   0.0071   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  readout_then_zne     0.0614   0.0174   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  raw                  0.2195   0.1642   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  readout_only         0.2064   0.1601   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  oracle_binomial      0.0219   0.0105   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_param            0.0233   0.0110   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_damped           0.0233   0.0110   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_mid              0.0231   0.0107   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_residual         0.0242   0.0114   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.0246   0.0118   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_blend            0.0233   0.0110   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_select           0.0233   0.0110   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_full             0.7432   0.1071   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0686     —      —
snap   random     comprehensive             0.030 readout_realistic  zne_idle             0.0988   0.0232   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  readout_then_zne     0.0787   0.0049   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  raw                  0.4366   0.2689   0.0000   N
