Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.2083 dE=0.1942  readout_only.TVD=0.1553 dE=0.1445  oracle_binomial.TVD=0.0515 dE=0.0292  gdr_param.TVD=0.0511 dE=0.0177  gdr_select.TVD=0.0511 dE=0.0177

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs
------------------------------------------------------------------------------------------------------------------
snap   random     comprehensive             0.003 readout_realistic  raw                  0.0489   0.0073   0.0001
snap   random     comprehensive             0.003 readout_realistic  readout_only         0.0449   0.0012   0.0000
snap   random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0580   0.0013   0.0000
snap   random     comprehensive             0.003 readout_realistic  gdr_param            0.0565   0.0012   0.0000
snap   random     comprehensive             0.003 readout_realistic  gdr_damped           0.0469   0.0012   0.0000
snap   random     comprehensive             0.003 readout_realistic  gdr_mid              0.0567   0.0012   0.0000
snap   random     comprehensive             0.003 readout_realistic  gdr_residual         0.0666   0.0013   0.0000
snap   random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0666   0.0013   0.0000
snap   random     comprehensive             0.003 readout_realistic  gdr_blend            0.0565   0.0012   0.0000
snap   random     comprehensive             0.003 readout_realistic  gdr_select           0.0527   0.0012   0.0000
snap   random     comprehensive             0.003 readout_realistic  gdr_full             0.7063   0.0000   0.0000
snap   random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0000     —   
snap   random     comprehensive             0.003 readout_realistic  zne_idle             0.1345   0.0064   0.0000
snap   random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1366   0.0022   0.0000
snap   random     comprehensive             0.030 readout_realistic  raw                  0.1149   0.0087   0.0002
snap   random     comprehensive             0.030 readout_realistic  readout_only         0.1116   0.0022   0.0002
snap   random     comprehensive             0.030 readout_realistic  oracle_binomial      0.3087   0.0023   0.0002
snap   random     comprehensive             0.030 readout_realistic  gdr_param            0.1971   0.0020   0.0001
snap   random     comprehensive             0.030 readout_realistic  gdr_damped           0.1402   0.0020   0.0002
snap   random     comprehensive             0.030 readout_realistic  gdr_mid              0.1918   0.0020   0.0001
snap   random     comprehensive             0.030 readout_realistic  gdr_residual         0.2936   0.0020   0.0002
snap   random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.2936   0.0020   0.0002
snap   random     comprehensive             0.030 readout_realistic  gdr_blend            0.1928   0.0020   0.0001
snap   random     comprehensive             0.030 readout_realistic  gdr_select           0.1233   0.0021   0.0002
snap   random     comprehensive             0.030 readout_realistic  gdr_full             0.6169   0.0000   0.0000
snap   random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0000     —   
snap   random     comprehensive             0.030 readout_realistic  zne_idle             0.1237   0.0041   0.0000
snap   random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1278   0.0020   0.0000
snap   random     comprehensive             0.100 readout_realistic  raw                  0.1809   0.0063   0.0000
snap   random     comprehensive             0.100 readout_realistic  readout_only         0.1773   0.0003   0.0000
snap   random     comprehensive             0.100 readout_realistic  oracle_binomial      0.7475   0.0001   0.0000
snap   random     comprehensive             0.100 readout_realistic  gdr_param            0.3009   0.0000   0.0000
