Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.0849 dE=0.0214 GS=Y  readout_only.TVD=0.0503 dE=0.0033 GS=Y  oracle_binomial.TVD=0.0334 dE=0.0043 GS=Y  gdr_param.TVD=0.0307 dE=0.0123 GS=Y  gdr_select.TVD=0.0307 dE=0.0123 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
snap   random     comprehensive             0.003 readout_realistic  raw                  0.0281   0.0018   0.0005   N
snap   random     comprehensive             0.003 readout_realistic  readout_only         0.0256   0.0003   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0272   0.0003   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_param            0.0269   0.0003   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_damped           0.0256   0.0003   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_mid              0.0270   0.0003   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_residual         0.0274   0.0003   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0274   0.0003   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_blend            0.0269   0.0003   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_select           0.0266   0.0003   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_full             0.7978   0.0000   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0000     —      —
snap   random     comprehensive             0.003 readout_realistic  zne_idle             0.1162   0.0031   0.0010   N
snap   random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1192   0.0001   0.0008   N
snap   random     comprehensive             0.030 readout_realistic  raw                  0.0600   0.0010   0.0005   N
snap   random     comprehensive             0.030 readout_realistic  readout_only         0.0563   0.0000   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  oracle_binomial      0.0523   0.0000   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_param            0.0483   0.0000   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_damped           0.0466   0.0000   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_mid              0.0481   0.0000   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_residual         0.0529   0.0000   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.0535   0.0000   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_blend            0.0483   0.0000   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_select           0.0463   0.0000   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_full             0.7230   0.0000   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0000     —      —
snap   random     comprehensive             0.030 readout_realistic  zne_idle             0.1211   0.0034   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1257   0.0008   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  raw                  0.1432   0.0015   0.0009   N
