Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1606 dE=0.0980 GS=Y  readout_only.TVD=0.1253 dE=0.0709 GS=Y  oracle_binomial.TVD=0.0974 dE=0.0277 GS=Y  gdr_param.TVD=0.0829 dE=0.0052 GS=Y  gdr_select.TVD=0.0829 dE=0.0052 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0749   0.0140   0.0030   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0652   0.0100   0.0033   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0790   0.0016   0.0039   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0597   0.0075   0.0035   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0597   0.0075   0.0035   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0590   0.0078   0.0036   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0783   0.0034   0.0041   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0783   0.0034   0.0041   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0597   0.0075   0.0035   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0597   0.0075   0.0035   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.3889   0.0041   0.0087   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0101     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1957   0.0174   0.0045   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.2018   0.0229   0.0048   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.1653   0.0196   0.0064   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.1604   0.0249   0.0068   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.2986   0.0333   0.0033   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.1321   0.0036   0.0063   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.1321   0.0036   0.0063   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.1242   0.0023   0.0058   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.2653   0.0301   0.0006   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.2653   0.0301   0.0006   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.1321   0.0036   0.0063   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.1242   0.0023   0.0058   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.4086   0.0917   0.0105   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0083     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.1955   0.0171   0.0058   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.2027   0.0143   0.0064   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.3365   0.0462   0.0163   N
