Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1087 dE=0.0450 GS=Y  readout_only.TVD=0.0746 dE=0.0298 GS=Y  oracle_binomial.TVD=0.0463 dE=0.0089 GS=Y  gdr_param.TVD=0.0455 dE=0.0010 GS=Y  gdr_select.TVD=0.0455 dE=0.0010 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0623   0.0077   0.0008   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0545   0.0091   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0941   0.0080   0.0066   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0569   0.0057   0.0013   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0518   0.0077   0.0005   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0567   0.0061   0.0013   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0972   0.0128   0.0017   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0972   0.0128   0.0017   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0569   0.0057   0.0013   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0569   0.0057   0.0013   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.4713   0.0374   0.0011   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0043     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1417   0.0043   0.0076   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1526   0.0024   0.0096   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.1574   0.0164   0.0049   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.1583   0.0174   0.0053   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.2614   0.0102   0.0424   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.0905   0.0008   0.0092   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.0905   0.0008   0.0092   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.0930   0.0004   0.0091   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.2952   0.0562   0.0226   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.2952   0.0562   0.0226   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.0957   0.0002   0.0109   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.0905   0.0008   0.0092   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.5848   0.0507   0.0240   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0119     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.1444   0.0075   0.0011   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1462   0.0067   0.0020   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.3420   0.0196   0.0172   N
