Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.0413 dE=0.0129 GS=Y  readout_only.TVD=0.0312 dE=0.0073 GS=Y  oracle_binomial.TVD=0.0237 dE=0.0017 GS=Y  gdr_param.TVD=0.0268 dE=0.0036 GS=Y  gdr_select.TVD=0.0268 dE=0.0036 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
snap   random     comprehensive             0.003 readout_realistic  raw                  0.0335   0.0027   0.0004   N
snap   random     comprehensive             0.003 readout_realistic  readout_only         0.0262   0.0018   0.0005   N
snap   random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0326   0.0060   0.0008   N
snap   random     comprehensive             0.003 readout_realistic  gdr_param            0.0285   0.0038   0.0008   N
snap   random     comprehensive             0.003 readout_realistic  gdr_damped           0.0262   0.0018   0.0005   N
snap   random     comprehensive             0.003 readout_realistic  gdr_mid              0.0285   0.0038   0.0008   N
snap   random     comprehensive             0.003 readout_realistic  gdr_residual         0.0326   0.0060   0.0008   N
snap   random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0326   0.0060   0.0008   N
snap   random     comprehensive             0.003 readout_realistic  gdr_blend            0.0285   0.0038   0.0008   N
snap   random     comprehensive             0.003 readout_realistic  gdr_select           0.0272   0.0031   0.0007   N
snap   random     comprehensive             0.003 readout_realistic  gdr_full             0.6366   0.1213   0.0044   N
snap   random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0093     —      —
snap   random     comprehensive             0.003 readout_realistic  zne_idle             0.1389   0.0420   0.0048   N
snap   random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1417   0.0408   0.0048   N
snap   random     comprehensive             0.030 readout_realistic  raw                  0.1132   0.0174   0.0007   N
snap   random     comprehensive             0.030 readout_realistic  readout_only         0.1048   0.0122   0.0006   N
snap   random     comprehensive             0.030 readout_realistic  oracle_binomial      0.1084   0.0285   0.0016   N
snap   random     comprehensive             0.030 readout_realistic  gdr_param            0.0504   0.0013   0.0017   N
snap   random     comprehensive             0.030 readout_realistic  gdr_damped           0.0503   0.0006   0.0016   N
snap   random     comprehensive             0.030 readout_realistic  gdr_mid              0.0504   0.0012   0.0017   N
snap   random     comprehensive             0.030 readout_realistic  gdr_residual         0.1087   0.0281   0.0016   N
snap   random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.1087   0.0281   0.0016   N
snap   random     comprehensive             0.030 readout_realistic  gdr_blend            0.0504   0.0013   0.0017   N
snap   random     comprehensive             0.030 readout_realistic  gdr_select           0.0504   0.0013   0.0017   N
snap   random     comprehensive             0.030 readout_realistic  gdr_full             0.7552   0.3955   0.0045   N
snap   random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0166     —      —
snap   random     comprehensive             0.030 readout_realistic  zne_idle             0.1447   0.0218   0.0012   N
snap   random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1444   0.0287   0.0013   N
snap   random     comprehensive             0.100 readout_realistic  raw                  0.2446   0.0461   0.0031   N
