Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1374 dE=0.0504 GS=Y  readout_only.TVD=0.1133 dE=0.0370 GS=Y  oracle_binomial.TVD=0.0831 dE=0.0120 GS=Y  gdr_param.TVD=0.0785 dE=0.0180 GS=Y  gdr_select.TVD=0.0785 dE=0.0180 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0732   0.0055   0.0003   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0581   0.0067   0.0004   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0636   0.0103   0.0004   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0527   0.0067   0.0005   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0527   0.0067   0.0005   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0517   0.0063   0.0005   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0640   0.0104   0.0004   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0640   0.0104   0.0004   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0528   0.0069   0.0005   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0517   0.0063   0.0005   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.5776   0.1451   0.0543   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0087     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1892   0.0208   0.0011   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1908   0.0260   0.0011   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.1315   0.0209   0.0004   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.1196   0.0204   0.0005   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.2305   0.0359   0.0011   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.0715   0.0028   0.0010   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.0706   0.0016   0.0010   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.0739   0.0032   0.0010   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.2273   0.0372   0.0011   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.2273   0.0372   0.0011   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.0715   0.0028   0.0010   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.0715   0.0028   0.0010   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.5362   0.1454   0.0011   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0045     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.1623   0.0038   0.0008   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1636   0.0059   0.0008   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.2859   0.0717   0.0009   N
