Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.1531 dE=0.1019 GS=Y  readout_only.TVD=0.1008 dE=0.0652 GS=Y  oracle_binomial.TVD=0.0436 dE=0.0139 GS=Y  gdr_param.TVD=0.0394 dE=0.0163 GS=Y  gdr_select.TVD=0.0394 dE=0.0163 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
snap   random     comprehensive             0.003 readout_realistic  raw                  0.0656   0.0013   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  readout_only         0.0381   0.0012   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0545   0.0006   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_param            0.0229   0.0010   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_damped           0.0381   0.0012   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_mid              0.0226   0.0010   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_residual         0.0551   0.0006   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0551   0.0006   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_blend            0.0229   0.0010   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_select           0.0244   0.0010   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_full             0.1663   0.0006   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0008     —      —
snap   random     comprehensive             0.003 readout_realistic  zne_idle             0.1386   0.0057   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1319   0.0056   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  raw                  0.2678   0.0041   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  readout_only         0.2522   0.0036   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  oracle_binomial      0.2347   0.0028   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_param            0.1786   0.0025   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_damped           0.1784   0.0022   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_mid              0.1746   0.0018   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_residual         0.2288   0.0024   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.2288   0.0024   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_blend            0.1806   0.0026   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_select           0.1787   0.0019   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_full             0.6253   0.0032   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0024     —      —
snap   random     comprehensive             0.030 readout_realistic  zne_idle             0.1740   0.0030   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1520   0.0030   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  raw                  0.4724   0.0143   0.0000   N
