Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.1363 dE=0.0892 GS=Y  readout_only.TVD=0.0778 dE=0.0453 GS=Y  oracle_binomial.TVD=0.0376 dE=0.0095 GS=Y  gdr_param.TVD=0.0328 dE=0.0039 GS=Y  gdr_select.TVD=0.0328 dE=0.0039 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
snap   random     comprehensive             0.003 readout_realistic  raw                  0.1057   0.0015   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  readout_only         0.0691   0.0005   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0317   0.0005   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_param            0.0212   0.0004   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_damped           0.0584   0.0005   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_mid              0.0216   0.0004   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_residual         0.0288   0.0004   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0288   0.0004   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_blend            0.0212   0.0004   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_select           0.0239   0.0004   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_full             0.0798   0.0000   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0000     —      —
snap   random     comprehensive             0.003 readout_realistic  zne_idle             0.1393   0.0014   0.0008   N
snap   random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1288   0.0007   0.0006   N
snap   random     comprehensive             0.030 readout_realistic  raw                  0.4355   0.0018   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  readout_only         0.4222   0.0005   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  oracle_binomial      0.2445   0.0005   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_param            0.1018   0.0004   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_damped           0.1156   0.0004   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_mid              0.1144   0.0003   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_residual         0.1955   0.0002   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.1955   0.0002   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_blend            0.1018   0.0004   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_select           0.1463   0.0004   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_full             0.1337   0.0000   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0000     —      —
snap   random     comprehensive             0.030 readout_realistic  zne_idle             0.2923   0.0045   0.0007   N
snap   random     comprehensive             0.030 readout_realistic  readout_then_zne     0.2766   0.0028   0.0005   N
snap   random     comprehensive             0.100 readout_realistic  raw                  0.6772   0.0013   0.0002   N
