Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1704 dE=0.0806 GS=Y  readout_only.TVD=0.1348 dE=0.0602 GS=Y  oracle_binomial.TVD=0.0991 dE=0.0111 GS=Y  gdr_param.TVD=0.0855 dE=0.0200 GS=Y  gdr_select.TVD=0.0855 dE=0.0200 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0761   0.0034   0.0018   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0627   0.0000   0.0009   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0869   0.0080   0.0015   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0652   0.0055   0.0012   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0652   0.0055   0.0012   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0629   0.0053   0.0009   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0916   0.0123   0.0021   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0916   0.0123   0.0021   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0698   0.0061   0.0012   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0629   0.0053   0.0009   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.4758   0.1283   0.0964   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0041     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.2072   0.0070   0.0029   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.2133   0.0045   0.0039   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.1383   0.0025   0.0013   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.1317   0.0003   0.0004   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.3765   0.0351   0.0108   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.1089   0.0012   0.0048   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.1023   0.0009   0.0041   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.1094   0.0012   0.0039   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.3173   0.0272   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.3173   0.0272   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.1089   0.0012   0.0048   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.1094   0.0012   0.0039   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.6288   0.1408   0.1135   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0050     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.2023   0.0157   0.0034   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.2089   0.0121   0.0029   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.3441   0.0127   0.0064   N
