Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.0857 dE=0.0676 GS=Y  readout_only.TVD=0.0689 dE=0.0451 GS=Y  oracle_binomial.TVD=0.0476 dE=0.0103 GS=Y  gdr_param.TVD=0.0317 dE=0.0094 GS=Y  gdr_select.TVD=0.0317 dE=0.0094 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
snap   random     comprehensive             0.003 readout_realistic  raw                  0.0565   0.0039   0.0041   N
snap   random     comprehensive             0.003 readout_realistic  readout_only         0.0444   0.0069   0.0040   N
snap   random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0429   0.0077   0.0036   N
snap   random     comprehensive             0.003 readout_realistic  gdr_param            0.0403   0.0103   0.0047   N
snap   random     comprehensive             0.003 readout_realistic  gdr_damped           0.0444   0.0069   0.0040   N
snap   random     comprehensive             0.003 readout_realistic  gdr_mid              0.0403   0.0105   0.0044   N
snap   random     comprehensive             0.003 readout_realistic  gdr_residual         0.0493   0.0110   0.0035   N
snap   random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0493   0.0110   0.0035   N
snap   random     comprehensive             0.003 readout_realistic  gdr_blend            0.0403   0.0103   0.0047   N
snap   random     comprehensive             0.003 readout_realistic  gdr_select           0.0395   0.0091   0.0045   N
snap   random     comprehensive             0.003 readout_realistic  gdr_full             0.1363   0.0200   0.0013   N
snap   random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0011     —      —
snap   random     comprehensive             0.003 readout_realistic  zne_idle             0.1354   0.0111   0.0001   N
snap   random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1379   0.0096   0.0006   N
snap   random     comprehensive             0.030 readout_realistic  raw                  0.2423   0.0145   0.0024   N
snap   random     comprehensive             0.030 readout_realistic  readout_only         0.2331   0.0118   0.0022   N
snap   random     comprehensive             0.030 readout_realistic  oracle_binomial      0.2690   0.0010   0.0062   N
snap   random     comprehensive             0.030 readout_realistic  gdr_param            0.1336   0.0249   0.0044   N
snap   random     comprehensive             0.030 readout_realistic  gdr_damped           0.1432   0.0120   0.0037   N
snap   random     comprehensive             0.030 readout_realistic  gdr_mid              0.1393   0.0243   0.0050   N
snap   random     comprehensive             0.030 readout_realistic  gdr_residual         0.1939   0.0223   0.0088   N
snap   random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.1939   0.0223   0.0088   N
snap   random     comprehensive             0.030 readout_realistic  gdr_blend            0.1409   0.0210   0.0028   N
snap   random     comprehensive             0.030 readout_realistic  gdr_select           0.1432   0.0120   0.0037   N
snap   random     comprehensive             0.030 readout_realistic  gdr_full             0.2709   0.0308   0.0091   N
snap   random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0303     —      —
snap   random     comprehensive             0.030 readout_realistic  zne_idle             0.1591   0.0019   0.0012   N
snap   random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1548   0.0006   0.0008   N
snap   random     comprehensive             0.100 readout_realistic  raw                  0.4709   0.0830   0.0071   N
