Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1972 dE=0.1741 GS=Y  readout_only.TVD=0.1676 dE=0.1501 GS=Y  oracle_binomial.TVD=0.1148 dE=0.0272 GS=Y  gdr_param.TVD=0.0890 dE=0.0289 GS=Y  gdr_select.TVD=0.0890 dE=0.0289 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.1035   0.0033   0.0044   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0898   0.0001   0.0037   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0946   0.0070   0.0021   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0720   0.0082   0.0020   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0720   0.0082   0.0020   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0713   0.0076   0.0018   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0967   0.0058   0.0015   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0967   0.0058   0.0015   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0729   0.0079   0.0020   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0720   0.0080   0.0020   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.1215   0.0154   0.0019   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0035     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1689   0.0044   0.0064   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1801   0.0068   0.0059   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.2427   0.0136   0.0078   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.2408   0.0171   0.0076   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.5417   0.0083   0.0154   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.2053   0.0114   0.0110   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.2038   0.0125   0.0103   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.2054   0.0077   0.0107   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.4630   0.0229   0.0108   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.4630   0.0229   0.0108   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.2053   0.0114   0.0110   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.2042   0.0128   0.0101   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.2645   0.0157   0.0120   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0091     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.2238   0.0005   0.0027   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.2283   0.0009   0.0021   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.3872   0.0671   0.0097   N
