Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1464 dE=0.1501 GS=Y  readout_only.TVD=0.1147 dE=0.1097 GS=Y  oracle_binomial.TVD=0.1023 dE=0.0684 GS=Y  gdr_param.TVD=0.0856 dE=0.0376 GS=Y  gdr_select.TVD=0.0856 dE=0.0376 GS=Y  ideal_GS=Y
ecd    random     comprehensive             0.100 readout_realistic  readout_only         0.5092   0.0021   0.0002   N
ecd    random     comprehensive             0.100 readout_realistic  oracle_binomial      0.4682   0.0004   0.0003   N
ecd    random     comprehensive             0.100 readout_realistic  gdr_param            0.3658   0.0001   0.0001   N
ecd    random     comprehensive             0.100 readout_realistic  gdr_damped           0.3641   0.0000   0.0001   N
ecd    random     comprehensive             0.100 readout_realistic  gdr_mid              0.3683   0.0009   0.0001   N
ecd    random     comprehensive             0.100 readout_realistic  gdr_residual         0.3985   0.0339   0.0005   N
ecd    random     comprehensive             0.100 readout_realistic  gdr_afterburn        0.3985   0.0339   0.0005   N
ecd    random     comprehensive             0.100 readout_realistic  gdr_blend            0.3662   0.0001   0.0001   N
ecd    random     comprehensive             0.100 readout_realistic  gdr_select           0.3683   0.0009   0.0001   N
ecd    random     comprehensive             0.100 readout_realistic  gdr_full             0.5204   0.0238   0.0009   N
ecd    random     comprehensive             0.100 readout_realistic  scalar_cdr             —      0.0388     —      —
ecd    random     comprehensive             0.100 readout_realistic  zne_idle             0.4255   0.0263   0.0002   N
ecd    random     comprehensive             0.100 readout_realistic  readout_then_zne     0.4263   0.0281   0.0002   N
ecd    optimized  comprehensive             0.003 readout_realistic  raw                  0.1464   0.1501   0.0964   Y
ecd    optimized  comprehensive             0.003 readout_realistic  readout_only         0.1147   0.1097   0.0655   Y
ecd    optimized  comprehensive             0.003 readout_realistic  oracle_binomial      0.1023   0.0684   0.0270   Y
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_param            0.0856   0.0376   0.0155   Y
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_damped           0.0737   0.0081   0.0007   Y
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_mid              0.0894   0.0418   0.0195   Y
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_residual         0.1183   0.1061   0.0585   Y
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_afterburn        0.1183   0.1061   0.0585   Y
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_blend            0.0848   0.0391   0.0160   Y
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_select           0.0856   0.0376   0.0155   Y
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_full             0.0934   0.0022   0.0083   Y
ecd    optimized  comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0674     —      —
ecd    optimized  comprehensive             0.003 readout_realistic  zne_idle             0.1434   0.0167   0.0296   Y
ecd    optimized  comprehensive             0.003 readout_realistic  readout_then_zne     0.1261   0.0289   0.0011   Y
ecd    optimized  comprehensive             0.030 readout_realistic  raw                  0.4265   0.5622   0.3374   Y
ecd    optimized  comprehensive             0.030 readout_realistic  readout_only         0.4214   0.5630   0.3299   Y
ecd    optimized  comprehensive             0.030 readout_realistic  oracle_binomial      0.8199   0.3535   0.4384   N
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_param            0.3147   0.0541   0.1081   Y
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_damped           0.3050   0.2068   0.1746   Y
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_mid              0.3376   0.0815   0.1300   Y
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_residual         0.5045   0.1191   0.2077   Y
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_afterburn        0.5045   0.1191   0.2077   Y
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_blend            0.3147   0.0541   0.1081   Y
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_select           0.3147   0.0541   0.1081   Y
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_full             0.2760   0.0080   0.0458   Y
ecd    optimized  comprehensive             0.030 readout_realistic  scalar_cdr             —      0.4896     —      —
ecd    optimized  comprehensive             0.030 readout_realistic  zne_idle             0.3739   0.4328   0.2426   Y
ecd    optimized  comprehensive             0.030 readout_realistic  readout_then_zne     0.3633   0.4187   0.2302   Y
ecd    optimized  comprehensive             0.100 readout_realistic  raw                  0.6200   0.5936   0.4274   N
ecd    optimized  comprehensive             0.100 readout_realistic  readout_only         0.6249   0.6009   0.4264   N
ecd    optimized  comprehensive             0.100 readout_realistic  oracle_binomial      0.9669   0.3534   0.4510   N
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_param            0.7973   0.5142   0.4464   N
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_damped           0.7148   0.5316   0.4424   N
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_mid              0.7952   0.5430   0.4492   N
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_residual         0.9061   0.3537   0.4510   N
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_afterburn        0.9061   0.3537   0.4510   N
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_blend            0.7973   0.5142   0.4464   N
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_select           0.7973   0.5142   0.4464   N
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_full             0.6241   0.3773   0.3989   N
ecd    optimized  comprehensive             0.100 readout_realistic  scalar_cdr             —      0.3968     —      —
ecd    optimized  comprehensive             0.100 readout_realistic  zne_idle             0.5681   0.6339   0.4051   N
ecd    optimized  comprehensive             0.100 readout_realistic  readout_then_zne     0.5687   0.6389   0.4034   N
