Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1902 dE=0.2039 GS=Y  readout_only.TVD=0.1518 dE=0.1653 GS=Y  oracle_binomial.TVD=0.0690 dE=0.0137 GS=Y  gdr_param.TVD=0.0690 dE=0.0346 GS=Y  gdr_select.TVD=0.0690 dE=0.0346 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0873   0.0183   0.0017   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0770   0.0170   0.0015   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0937   0.0185   0.0008   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0736   0.0141   0.0014   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0736   0.0141   0.0014   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0693   0.0093   0.0013   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0984   0.0144   0.0009   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0984   0.0144   0.0009   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0736   0.0141   0.0014   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0736   0.0141   0.0014   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.2381   0.0158   0.0028   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0279     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1775   0.0030   0.0031   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1873   0.0019   0.0038   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.2225   0.0636   0.0018   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.2178   0.0635   0.0017   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.3881   0.0237   0.0046   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.2005   0.0537   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.1904   0.0547   0.0004   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.2011   0.0613   0.0001   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.3504   0.0095   0.0044   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.3504   0.0095   0.0044   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.2005   0.0537   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.2018   0.0548   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.3079   0.0119   0.0061   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0824     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.1955   0.0147   0.0011   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1979   0.0150   0.0008   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.4100   0.1102   0.0032   N
