Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1494 dE=0.1436 GS=Y  readout_only.TVD=0.1128 dE=0.1010 GS=Y  oracle_binomial.TVD=0.0655 dE=0.0070 GS=Y  gdr_param.TVD=0.0561 dE=0.0150 GS=Y  gdr_select.TVD=0.0561 dE=0.0150 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0970   0.0028   0.0006   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0792   0.0016   0.0006   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0753   0.0011   0.0007   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0680   0.0006   0.0006   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0685   0.0012   0.0006   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0682   0.0002   0.0006   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0790   0.0021   0.0007   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0790   0.0021   0.0007   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0680   0.0006   0.0006   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0682   0.0002   0.0006   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.1824   0.0145   0.0047   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0036     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1881   0.0146   0.0015   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1914   0.0154   0.0015   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.2330   0.0061   0.0005   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.2258   0.0071   0.0005   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.3134   0.0185   0.0008   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.1580   0.0104   0.0007   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.1615   0.0094   0.0006   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.1591   0.0108   0.0008   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.3213   0.0262   0.0014   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.3213   0.0262   0.0014   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.1580   0.0104   0.0007   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.1602   0.0095   0.0007   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.3710   0.0193   0.0011   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0083     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.2150   0.0243   0.0016   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.2173   0.0260   0.0018   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.3672   0.0164   0.0013   N
