Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1178 dE=0.0652 GS=Y  readout_only.TVD=0.0906 dE=0.0474 GS=Y  oracle_binomial.TVD=0.0882 dE=0.0355 GS=Y  gdr_param.TVD=0.0639 dE=0.0074 GS=Y  gdr_select.TVD=0.0639 dE=0.0074 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0997   0.0109   0.0012   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0790   0.0075   0.0008   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0879   0.0016   0.0013   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0590   0.0079   0.0002   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0590   0.0079   0.0002   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0602   0.0066   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0910   0.0006   0.0006   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0910   0.0006   0.0006   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0590   0.0079   0.0002   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0590   0.0079   0.0002   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.2553   0.0362   0.0022   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0084     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1716   0.0066   0.0009   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1673   0.0103   0.0007   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.2048   0.0017   0.0018   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.1914   0.0022   0.0014   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.2815   0.0323   0.0033   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.0992   0.0008   0.0015   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.0992   0.0008   0.0015   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.1046   0.0020   0.0013   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.3158   0.0003   0.0022   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.3158   0.0003   0.0022   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.0992   0.0008   0.0015   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.0992   0.0008   0.0015   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.3174   0.0509   0.0011   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0063     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.1868   0.0138   0.0015   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1820   0.0175   0.0012   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.4028   0.0069   0.0043   N
