Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.1482 dE=0.1000 GS=Y  readout_only.TVD=0.0979 dE=0.0594 GS=Y  oracle_binomial.TVD=0.0412 dE=0.0121 GS=Y  gdr_param.TVD=0.0262 dE=0.0037 GS=Y  gdr_select.TVD=0.0262 dE=0.0037 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
snap   random     comprehensive             0.003 readout_realistic  raw                  0.0509   0.0093   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  readout_only         0.0371   0.0044   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0509   0.0090   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_param            0.0333   0.0005   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_damped           0.0371   0.0044   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_mid              0.0337   0.0002   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_residual         0.0524   0.0090   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0524   0.0090   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_blend            0.0330   0.0009   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_select           0.0353   0.0025   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_full             0.0725   0.0057   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0079     —      —
snap   random     comprehensive             0.003 readout_realistic  zne_idle             0.0959   0.0175   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  readout_then_zne     0.0911   0.0134   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  raw                  0.1858   0.0497   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  readout_only         0.1735   0.0471   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  oracle_binomial      0.2143   0.0090   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_param            0.1240   0.0059   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_damped           0.1186   0.0020   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_mid              0.1211   0.0032   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_residual         0.3133   0.0090   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.3133   0.0090   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_blend            0.1226   0.0061   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_select           0.1186   0.0020   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_full             0.2298   0.0011   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0370     —      —
snap   random     comprehensive             0.030 readout_realistic  zne_idle             0.1386   0.0320   0.0010   N
snap   random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1337   0.0291   0.0010   N
snap   random     comprehensive             0.100 readout_realistic  raw                  0.4342   0.0924   0.0000   N
