Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.1329 dE=0.1168  readout_only.TVD=0.0953 dE=0.0804  oracle_binomial.TVD=0.0458 dE=0.0052  gdr_param.TVD=0.0386 dE=0.0081  gdr_select.TVD=0.0386 dE=0.0081
snap   random     comprehensive             0.100 readout_realistic  gdr_damped           0.3336   0.0224   0.0308
snap   random     comprehensive             0.100 readout_realistic  gdr_mid              0.3619   0.0711   0.0344
snap   random     comprehensive             0.100 readout_realistic  gdr_residual         0.6410   0.0641   0.0106
snap   random     comprehensive             0.100 readout_realistic  gdr_afterburn        0.6410   0.0641   0.0106
snap   random     comprehensive             0.100 readout_realistic  gdr_blend            0.3867   0.0113   0.0350
snap   random     comprehensive             0.100 readout_realistic  gdr_select           0.3336   0.0224   0.0308
snap   random     comprehensive             0.100 readout_realistic  gdr_full             0.4887   0.1974   0.0434
snap   random     comprehensive             0.100 readout_realistic  scalar_cdr             —      0.0357     —   
snap   random     comprehensive             0.100 readout_realistic  zne_idle             0.4065   0.0658   0.0171
snap   random     comprehensive             0.100 readout_realistic  readout_then_zne     0.4073   0.0647   0.0168
snap   optimized  comprehensive             0.003 readout_realistic  raw                  0.1329   0.1168   0.1102
snap   optimized  comprehensive             0.003 readout_realistic  readout_only         0.0953   0.0804   0.0754
snap   optimized  comprehensive             0.003 readout_realistic  oracle_binomial      0.0458   0.0052   0.0076
snap   optimized  comprehensive             0.003 readout_realistic  gdr_param            0.0386   0.0081   0.0054
snap   optimized  comprehensive             0.003 readout_realistic  gdr_damped           0.0485   0.0262   0.0229
snap   optimized  comprehensive             0.003 readout_realistic  gdr_mid              0.0398   0.0092   0.0066
snap   optimized  comprehensive             0.003 readout_realistic  gdr_residual         0.0556   0.0231   0.0253
snap   optimized  comprehensive             0.003 readout_realistic  gdr_afterburn        0.0556   0.0231   0.0253
snap   optimized  comprehensive             0.003 readout_realistic  gdr_blend            0.0386   0.0081   0.0054
snap   optimized  comprehensive             0.003 readout_realistic  gdr_select           0.0386   0.0081   0.0054
snap   optimized  comprehensive             0.003 readout_realistic  gdr_full             0.5051   0.3724   0.3786
snap   optimized  comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0706     —   
snap   optimized  comprehensive             0.003 readout_realistic  zne_idle             0.0923   0.0362   0.0291
snap   optimized  comprehensive             0.003 readout_realistic  readout_then_zne     0.0766   0.0009   0.0078
snap   optimized  comprehensive             0.030 readout_realistic  raw                  0.5758   0.5742   0.5245
snap   optimized  comprehensive             0.030 readout_realistic  readout_only         0.5671   0.5639   0.5153
snap   optimized  comprehensive             0.030 readout_realistic  oracle_binomial      0.2365   0.1645   0.1642
snap   optimized  comprehensive             0.030 readout_realistic  gdr_param            0.2006   0.1487   0.1440
snap   optimized  comprehensive             0.030 readout_realistic  gdr_damped           0.2424   0.2317   0.2182
snap   optimized  comprehensive             0.030 readout_realistic  gdr_mid              0.2010   0.1422   0.1417
snap   optimized  comprehensive             0.030 readout_realistic  gdr_residual         0.1534   0.0784   0.0752
snap   optimized  comprehensive             0.030 readout_realistic  gdr_afterburn        0.1534   0.0784   0.0752
snap   optimized  comprehensive             0.030 readout_realistic  gdr_blend            0.2006   0.1487   0.1440
snap   optimized  comprehensive             0.030 readout_realistic  gdr_select           0.2006   0.1487   0.1440
snap   optimized  comprehensive             0.030 readout_realistic  gdr_full             0.6028   0.5085   0.5161
snap   optimized  comprehensive             0.030 readout_realistic  scalar_cdr             —      0.4555     —   
snap   optimized  comprehensive             0.030 readout_realistic  zne_idle             0.4359   0.3963   0.3794
snap   optimized  comprehensive             0.030 readout_realistic  readout_then_zne     0.4235   0.3840   0.3663
snap   optimized  comprehensive             0.100 readout_realistic  raw                  0.8480   0.9033   0.7294
snap   optimized  comprehensive             0.100 readout_realistic  readout_only         0.8485   0.9050   0.7295
snap   optimized  comprehensive             0.100 readout_realistic  oracle_binomial      0.6182   0.6511   0.4912
snap   optimized  comprehensive             0.100 readout_realistic  gdr_param            0.3895   0.4341   0.3594
snap   optimized  comprehensive             0.100 readout_realistic  gdr_damped           0.4229   0.4812   0.3964
snap   optimized  comprehensive             0.100 readout_realistic  gdr_mid              0.4491   0.5088   0.4185
snap   optimized  comprehensive             0.100 readout_realistic  gdr_residual         0.5655   0.5419   0.4553
snap   optimized  comprehensive             0.100 readout_realistic  gdr_afterburn        0.5655   0.5419   0.4553
snap   optimized  comprehensive             0.100 readout_realistic  gdr_blend            0.3895   0.4341   0.3594
snap   optimized  comprehensive             0.100 readout_realistic  gdr_select           0.3895   0.4341   0.3594
snap   optimized  comprehensive             0.100 readout_realistic  gdr_full             0.8021   0.7374   0.7195
snap   optimized  comprehensive             0.100 readout_realistic  scalar_cdr             —      0.7911     —   
snap   optimized  comprehensive             0.100 readout_realistic  zne_idle             0.8215   0.8283   0.7097
snap   optimized  comprehensive             0.100 readout_realistic  readout_then_zne     0.8212   0.8284   0.7098
