Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1543 dE=0.0814 GS=Y  readout_only.TVD=0.1309 dE=0.0641 GS=Y  oracle_binomial.TVD=0.1181 dE=0.0183 GS=Y  gdr_param.TVD=0.1084 dE=0.0301 GS=Y  gdr_select.TVD=0.1084 dE=0.0301 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0980   0.0027   0.0010   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0815   0.0015   0.0009   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0977   0.0138   0.0003   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0745   0.0105   0.0010   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0776   0.0029   0.0009   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0703   0.0153   0.0009   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.1012   0.0181   0.0006   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.1012   0.0181   0.0006   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0745   0.0105   0.0010   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0715   0.0060   0.0010   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.1389   0.0170   0.0016   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0028     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1671   0.0038   0.0004   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1696   0.0018   0.0006   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.2182   0.0274   0.0007   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.2075   0.0248   0.0007   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.4342   0.0178   0.0033   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.1457   0.0002   0.0013   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.1300   0.0088   0.0011   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.1848   0.0096   0.0018   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.4688   0.0357   0.0033   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.4688   0.0357   0.0033   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.1505   0.0007   0.0014   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.1321   0.0112   0.0011   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.4629   0.0524   0.0032   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0080     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.1891   0.0135   0.0012   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1872   0.0098   0.0011   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.3653   0.0359   0.0043   N
