Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1565 dE=0.1161 GS=Y  readout_only.TVD=0.1315 dE=0.0903 GS=Y  oracle_binomial.TVD=0.0849 dE=0.0093 GS=Y  gdr_param.TVD=0.0754 dE=0.0005 GS=Y  gdr_select.TVD=0.0754 dE=0.0005 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0754   0.0009   0.0041   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0666   0.0014   0.0038   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0806   0.0105   0.0018   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0595   0.0003   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0595   0.0003   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0599   0.0013   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0805   0.0087   0.0018   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0805   0.0087   0.0018   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0640   0.0051   0.0009   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0806   0.0105   0.0018   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.2027   0.0047   0.0199   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0000     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1905   0.0285   0.0060   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1946   0.0280   0.0067   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.2181   0.0041   0.0127   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.2147   0.0062   0.0126   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.2640   0.0184   0.0387   Y
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.1400   0.0244   0.0027   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.1319   0.0216   0.0004   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.1420   0.0277   0.0038   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.2643   0.0167   0.0095   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.2643   0.0167   0.0095   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.1400   0.0241   0.0045   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.1319   0.0216   0.0004   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.2353   0.0355   0.0034   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0014     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.1913   0.0099   0.0080   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1940   0.0086   0.0083   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.4341   0.0043   0.0209   N
