Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.1204 dE=0.1141  readout_only.TVD=0.0798 dE=0.0765  oracle_binomial.TVD=0.0353 dE=0.0205  gdr_param.TVD=0.0360 dE=0.0217  gdr_select.TVD=0.0360 dE=0.0217
snap   random     comprehensive             0.100 readout_realistic  gdr_damped           0.3537   0.2020   0.0456
snap   random     comprehensive             0.100 readout_realistic  gdr_mid              0.4110   0.2076   0.0542
snap   random     comprehensive             0.100 readout_realistic  gdr_residual         0.6113   0.2634   0.0171
snap   random     comprehensive             0.100 readout_realistic  gdr_afterburn        0.6113   0.2634   0.0171
snap   random     comprehensive             0.100 readout_realistic  gdr_blend            0.4250   0.1354   0.0532
snap   random     comprehensive             0.100 readout_realistic  gdr_select           0.3673   0.2065   0.0479
snap   random     comprehensive             0.100 readout_realistic  gdr_full             0.4101   0.1989   0.0048
snap   random     comprehensive             0.100 readout_realistic  scalar_cdr             —      0.1151     —   
snap   random     comprehensive             0.100 readout_realistic  zne_idle             0.4660   0.1184   0.0103
snap   random     comprehensive             0.100 readout_realistic  readout_then_zne     0.4684   0.1159   0.0101
snap   optimized  comprehensive             0.003 readout_realistic  raw                  0.1204   0.1141   0.1125
snap   optimized  comprehensive             0.003 readout_realistic  readout_only         0.0798   0.0765   0.0745
snap   optimized  comprehensive             0.003 readout_realistic  oracle_binomial      0.0353   0.0205   0.0178
snap   optimized  comprehensive             0.003 readout_realistic  gdr_param            0.0360   0.0217   0.0192
snap   optimized  comprehensive             0.003 readout_realistic  gdr_damped           0.0366   0.0300   0.0275
snap   optimized  comprehensive             0.003 readout_realistic  gdr_mid              0.0539   0.0378   0.0352
snap   optimized  comprehensive             0.003 readout_realistic  gdr_residual         0.0332   0.0137   0.0114
snap   optimized  comprehensive             0.003 readout_realistic  gdr_afterburn        0.0332   0.0137   0.0114
snap   optimized  comprehensive             0.003 readout_realistic  gdr_blend            0.0360   0.0217   0.0192
snap   optimized  comprehensive             0.003 readout_realistic  gdr_select           0.0360   0.0217   0.0192
snap   optimized  comprehensive             0.003 readout_realistic  gdr_full             0.5357   0.3954   0.4194
snap   optimized  comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0489     —   
snap   optimized  comprehensive             0.003 readout_realistic  zne_idle             0.0587   0.0040   0.0067
snap   optimized  comprehensive             0.003 readout_realistic  readout_then_zne     0.0677   0.0450   0.0333
snap   optimized  comprehensive             0.030 readout_realistic  raw                  0.5217   0.5078   0.4774
snap   optimized  comprehensive             0.030 readout_realistic  readout_only         0.5087   0.4938   0.4627
snap   optimized  comprehensive             0.030 readout_realistic  oracle_binomial      0.1814   0.1714   0.1244
snap   optimized  comprehensive             0.030 readout_realistic  gdr_param            0.1536   0.1324   0.1041
snap   optimized  comprehensive             0.030 readout_realistic  gdr_damped           0.1749   0.1685   0.1399
snap   optimized  comprehensive             0.030 readout_realistic  gdr_mid              0.1611   0.1623   0.1271
snap   optimized  comprehensive             0.030 readout_realistic  gdr_residual         0.1801   0.1374   0.1164
snap   optimized  comprehensive             0.030 readout_realistic  gdr_afterburn        0.1801   0.1374   0.1164
snap   optimized  comprehensive             0.030 readout_realistic  gdr_blend            0.1542   0.1344   0.1051
snap   optimized  comprehensive             0.030 readout_realistic  gdr_select           0.1536   0.1324   0.1041
snap   optimized  comprehensive             0.030 readout_realistic  gdr_full             0.5731   0.4355   0.4460
snap   optimized  comprehensive             0.030 readout_realistic  scalar_cdr             —      0.2132     —   
snap   optimized  comprehensive             0.030 readout_realistic  zne_idle             0.3098   0.2796   0.2616
snap   optimized  comprehensive             0.030 readout_realistic  readout_then_zne     0.2929   0.2615   0.2423
snap   optimized  comprehensive             0.100 readout_realistic  raw                  0.8183   0.8294   0.7489
snap   optimized  comprehensive             0.100 readout_realistic  readout_only         0.8177   0.8300   0.7482
snap   optimized  comprehensive             0.100 readout_realistic  oracle_binomial      0.5457   0.6993   0.4250
snap   optimized  comprehensive             0.100 readout_realistic  gdr_param            0.4008   0.3799   0.3249
snap   optimized  comprehensive             0.100 readout_realistic  gdr_damped           0.4071   0.4024   0.3460
snap   optimized  comprehensive             0.100 readout_realistic  gdr_mid              0.3777   0.3869   0.3053
snap   optimized  comprehensive             0.100 readout_realistic  gdr_residual         0.3104   0.1927   0.2142
snap   optimized  comprehensive             0.100 readout_realistic  gdr_afterburn        0.3104   0.1927   0.2142
snap   optimized  comprehensive             0.100 readout_realistic  gdr_blend            0.4182   0.4278   0.3399
snap   optimized  comprehensive             0.100 readout_realistic  gdr_select           0.4008   0.3799   0.3249
snap   optimized  comprehensive             0.100 readout_realistic  gdr_full             0.6679   0.5270   0.5307
snap   optimized  comprehensive             0.100 readout_realistic  scalar_cdr             —      0.5048     —   
snap   optimized  comprehensive             0.100 readout_realistic  zne_idle             0.7492   0.7358   0.6819
snap   optimized  comprehensive             0.100 readout_realistic  readout_then_zne     0.7480   0.7365   0.6802
