Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.1837 dE=0.2450 GS=Y  readout_only.TVD=0.1307 dE=0.1635 GS=Y  oracle_binomial.TVD=0.0228 dE=0.0127 GS=Y  gdr_param.TVD=0.0242 dE=0.0094 GS=Y  gdr_select.TVD=0.0242 dE=0.0094 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
snap   random     comprehensive             0.003 readout_realistic  raw                  0.0773   0.0202   0.0006   N
snap   random     comprehensive             0.003 readout_realistic  readout_only         0.0576   0.0150   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0466   0.0262   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_param            0.0343   0.0042   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_damped           0.0438   0.0083   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_mid              0.0345   0.0035   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_residual         0.0525   0.0245   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0525   0.0245   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_blend            0.0343   0.0042   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_select           0.0337   0.0004   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_full             0.0958   0.0241   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0185     —      —
snap   random     comprehensive             0.003 readout_realistic  zne_idle             0.1292   0.0091   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1230   0.0098   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  raw                  0.3114   0.0697   0.0002   N
snap   random     comprehensive             0.030 readout_realistic  readout_only         0.3029   0.0684   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  oracle_binomial      0.2720   0.3449   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_param            0.1906   0.1690   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_damped           0.1810   0.1215   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_mid              0.1893   0.1631   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_residual         0.2304   0.2365   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.2304   0.2365   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_blend            0.1906   0.1690   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_select           0.1810   0.1215   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_full             0.4776   0.0246   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0526     —      —
snap   random     comprehensive             0.030 readout_realistic  zne_idle             0.1972   0.0170   0.0007   N
snap   random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1874   0.0124   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  raw                  0.4635   0.1813   0.0001   N
