Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

snap  comprehensive             readout_realistic     raw.TVD=0.1200 dE=0.0829 GS=Y  readout_only.TVD=0.0757 dE=0.0475 GS=Y  oracle_binomial.TVD=0.0292 dE=0.0052 GS=Y  gdr_param.TVD=0.0353 dE=0.0091 GS=Y  gdr_select.TVD=0.0353 dE=0.0091 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
snap   random     comprehensive             0.003 readout_realistic  raw                  0.0654   0.0022   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  readout_only         0.0449   0.0047   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0292   0.0087   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_param            0.0299   0.0081   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_damped           0.0430   0.0051   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_mid              0.0292   0.0080   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_residual         0.0292   0.0087   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0292   0.0087   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_blend            0.0299   0.0081   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_select           0.0299   0.0081   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  gdr_full             0.7420   0.0856   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0085     —      —
snap   random     comprehensive             0.003 readout_realistic  zne_idle             0.0973   0.0037   0.0000   N
snap   random     comprehensive             0.003 readout_realistic  readout_then_zne     0.0959   0.0060   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  raw                  0.2460   0.0176   0.0001   N
snap   random     comprehensive             0.030 readout_realistic  readout_only         0.2329   0.0165   0.0001   N
snap   random     comprehensive             0.030 readout_realistic  oracle_binomial      0.0518   0.0073   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_param            0.0407   0.0003   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_damped           0.0407   0.0003   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_mid              0.0407   0.0002   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_residual         0.0519   0.0059   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.0519   0.0059   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_blend            0.0407   0.0003   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_select           0.0407   0.0002   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  gdr_full             0.6727   0.0675   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0001     —      —
snap   random     comprehensive             0.030 readout_realistic  zne_idle             0.1302   0.0128   0.0000   N
snap   random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1153   0.0113   0.0000   N
snap   random     comprehensive             0.100 readout_realistic  raw                  0.4852   0.0292   0.0001   N
