Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1394 dE=0.0556 GS=Y  readout_only.TVD=0.1032 dE=0.0390 GS=Y  oracle_binomial.TVD=0.0756 dE=0.0145 GS=Y  gdr_param.TVD=0.0690 dE=0.0140 GS=Y  gdr_select.TVD=0.0690 dE=0.0140 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0631   0.0162   0.0006   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0497   0.0070   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0581   0.0147   0.0016   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0459   0.0080   0.0012   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0459   0.0080   0.0012   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0459   0.0083   0.0010   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0581   0.0178   0.0015   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0581   0.0178   0.0015   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0475   0.0094   0.0013   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0459   0.0083   0.0010   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.1861   0.0010   0.0085   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0129     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1823   0.0319   0.0045   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1899   0.0227   0.0055   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.1065   0.0205   0.0035   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.1032   0.0311   0.0031   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.1966   0.0116   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.0916   0.0069   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.0845   0.0105   0.0004   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.0918   0.0020   0.0009   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.2279   0.0108   0.0006   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.2279   0.0108   0.0006   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.0916   0.0069   0.0000   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.0829   0.0117   0.0006   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.3822   0.2175   0.0367   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0033     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.1432   0.0231   0.0076   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1478   0.0318   0.0074   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.2644   0.1012   0.0075   N
