Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1758 dE=0.1458 GS=Y  readout_only.TVD=0.1200 dE=0.1015 GS=Y  oracle_binomial.TVD=0.0546 dE=0.0068 GS=Y  gdr_param.TVD=0.0521 dE=0.0101 GS=Y  gdr_select.TVD=0.0521 dE=0.0101 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0585   0.0005   0.0014   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0555   0.0039   0.0015   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0723   0.0134   0.0021   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0560   0.0058   0.0016   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0549   0.0049   0.0015   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0559   0.0054   0.0016   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0753   0.0138   0.0021   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0753   0.0138   0.0021   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0560   0.0058   0.0016   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0554   0.0046   0.0015   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.5700   0.0956   0.0065   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0025     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1703   0.0126   0.0004   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1775   0.0089   0.0004   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.1227   0.0010   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.1170   0.0026   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.1863   0.0121   0.0003   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.0745   0.0071   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.0716   0.0064   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.0735   0.0057   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.2254   0.0585   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.2254   0.0585   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.0745   0.0071   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.0735   0.0057   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.4581   0.0197   0.0131   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0101     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.1858   0.0378   0.0006   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1951   0.0365   0.0006   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.2726   0.0114   0.0015   N
