Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1356 dE=0.1019 GS=Y  readout_only.TVD=0.1207 dE=0.0819 GS=Y  oracle_binomial.TVD=0.0975 dE=0.0287 GS=Y  gdr_param.TVD=0.1001 dE=0.0082 GS=Y  gdr_select.TVD=0.1001 dE=0.0082 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0853   0.0081   0.0005   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0722   0.0090   0.0004   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0969   0.0163   0.0003   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0697   0.0105   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0697   0.0105   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0690   0.0103   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.1117   0.0149   0.0007   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.1117   0.0149   0.0007   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0710   0.0111   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0690   0.0103   0.0001   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.1417   0.0124   0.0013   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0189     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1940   0.0160   0.0018   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1986   0.0152   0.0015   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.2127   0.0031   0.0024   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.2074   0.0036   0.0023   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.4517   0.0087   0.0002   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.1731   0.0049   0.0026   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.1663   0.0023   0.0025   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.1837   0.0035   0.0024   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.4605   0.0604   0.0029   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.4605   0.0604   0.0029   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.1731   0.0049   0.0026   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.1663   0.0023   0.0025   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.4578   0.1051   0.0065   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0175     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.2225   0.0060   0.0013   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.2300   0.0045   0.0013   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.3596   0.0256   0.0007   N
