Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.1075 dE=0.0699 GS=Y  readout_only.TVD=0.0840 dE=0.0521 GS=Y  oracle_binomial.TVD=0.0654 dE=0.0278 GS=Y  gdr_param.TVD=0.0626 dE=0.0344 GS=Y  gdr_select.TVD=0.0626 dE=0.0344 GS=Y  ideal_GS=Y

Full table (all cases)

ansatz params     family                       kt readout            method                  TVD       dE     dPgs   GS
-----------------------------------------------------------------------------------------------------------------------
ecd    random     comprehensive             0.003 readout_realistic  raw                  0.0954   0.0247   0.0011   N
ecd    random     comprehensive             0.003 readout_realistic  readout_only         0.0784   0.0190   0.0012   N
ecd    random     comprehensive             0.003 readout_realistic  oracle_binomial      0.0758   0.0024   0.0014   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_param            0.0647   0.0110   0.0014   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_damped           0.0757   0.0182   0.0012   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_mid              0.0652   0.0101   0.0014   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_residual         0.0759   0.0022   0.0015   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_afterburn        0.0759   0.0022   0.0015   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_blend            0.0647   0.0110   0.0014   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_select           0.0652   0.0101   0.0014   N
ecd    random     comprehensive             0.003 readout_realistic  gdr_full             0.1133   0.0174   0.0000   N
ecd    random     comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0205     —      —
ecd    random     comprehensive             0.003 readout_realistic  zne_idle             0.1643   0.0079   0.0030   N
ecd    random     comprehensive             0.003 readout_realistic  readout_then_zne     0.1799   0.0023   0.0030   N
ecd    random     comprehensive             0.030 readout_realistic  raw                  0.2090   0.0240   0.0017   N
ecd    random     comprehensive             0.030 readout_realistic  readout_only         0.1994   0.0181   0.0017   N
ecd    random     comprehensive             0.030 readout_realistic  oracle_binomial      0.2729   0.0493   0.0011   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_param            0.1342   0.0047   0.0011   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_damped           0.1414   0.0088   0.0013   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_mid              0.1383   0.0025   0.0009   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_residual         0.2792   0.0026   0.0027   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_afterburn        0.2792   0.0026   0.0027   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_blend            0.1336   0.0070   0.0011   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_select           0.1388   0.0081   0.0013   N
ecd    random     comprehensive             0.030 readout_realistic  gdr_full             0.3228   0.0042   0.0025   N
ecd    random     comprehensive             0.030 readout_realistic  scalar_cdr             —      0.0310     —      —
ecd    random     comprehensive             0.030 readout_realistic  zne_idle             0.1815   0.0410   0.0013   N
ecd    random     comprehensive             0.030 readout_realistic  readout_then_zne     0.1784   0.0361   0.0013   N
ecd    random     comprehensive             0.100 readout_realistic  raw                  0.3465   0.0150   0.0023   N
